"Patent ID","Annotation Reference","Chemical ID","SMILES","Type","Chemical Document Count","Annotation Document Count","Title Count","Abstract Count","Claims Count","Description Count","Chemical Corpus Count","Annotation Corpus Count","Molecular Weight","Med Chem Alert","Log P","Donor Count","Acceptor Count","Ring Count","Rotatable Bound Count","Radical","Fragment","Connected","Singleton","Simple","Lipinski","Lead Likeness","Bio Availability"
"US-20110009367-A1","US20110009367A1-20110113-C00233.TIF","12824044","CCCC1=NC(C)=C2N1N=C(NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC1)C1=NC=CC=C1","IMAGE","0","","","","","","9","","537.6339721679688","0","2.019659996032715","1","8","5","7","0","0","1","0","0","0","0","1"
"US-20110009367-A1","US20110009367A1-20110113-C00360.MOL","12922561","CCCC1=NC(C)=C2N1N=C(NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC1)C(O)C1=CC=C(F)C=C1","MOLATTACHMENT","0","","","","","","2","","584.6619873046875","0","2.2547099590301514","2","8","5","8","0","0","1","0","0","0","0","1"
"US-20110009367-A1","US20110009367A1-20110113-C00406.MOL","12824090","CCCC1=NC(C)=C2N1N=C(NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)NC(COC)[C@@H](O)C1=CC=CC=C1","MOLATTACHMENT","0","","","","","","13","","555.64599609375","0","1.7878899574279785","3","8","4","11","0","0","1","0","0","0","0","0"
"US-20110009367-A1","US20110009367A1-20110113-C00423.TIF","13087230","[W]N1CCCCC1","IMAGE","0","","","","","","13791","","267.9800109863281","1","0.5101000070571899","0","1","1","0","0","0","1","0","0","1","1","1"
"US-20110009367-A1","US20110009367A1-20110113-C00385.TIF","12823815","CCCC1=NC(C)=C2N1N=C(NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)NC1=CC=C(OCC2CCC2)C(OC)=C1","IMAGE","0","","","","","","7","","581.6829833984375","0","3.2487199306488037","2","8","5","11","0","0","1","0","0","0","0","0"
"US-20110009367-A1","US20110009367A1-20110113-C00149.TIF","974295","CCCC1=NC(CC)=C2N1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCC(O)CC1","IMAGE","2","","","","","","43","","489.5880126953125","0","0.9232320189476013","2","7","4","7","0","0","1","0","0","1","0","1"
"US-20110009367-A1","US20110009367A1-20110113-C00245.TIF","12824057","CCCC1=NC(C)=C2N1N=C(NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)NC1=CC=C(CN(C)CCO)C=C1","IMAGE","0","","","","","","9","","554.6610107421875","0","0.6555410027503967","3","8","4","11","0","0","1","0","0","0","0","0"
"US-20110009367-A1","US20110009367A1-20110113-C00431_3.MOL","13087230","[W]N1CCCCC1","MOLATTACHMENT","0","","","","","","13791","","267.9800109863281","1","0.5101000070571899","0","1","1","0","0","0","1","0","0","1","1","1"
"US-20110009367-A1","US20110009367A1-20110113-C00376.TIF","12922568","CCCC1=NC(C)=C2N1N=C(NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)NC1=CC=C(OC)C(OCCOC(C)=O)=C1","IMAGE","0","","","","","","6","","599.655029296875","0","1.7746000289916992","2","9","4","13","0","0","1","0","0","0","0","0"
"US-20110009367-A1","US20110009367A1-20110113-C00079.TIF","974532","CCOC1=CC=C(C=C1C1=NN2C(C)=NC(C)=C2C(=O)N1)S(=O)(=O)N1CCC(O)C1","IMAGE","2","","","","","","46","","433.4809875488281","0","-0.9823690056800842","2","7","4","4","0","0","1","0","0","1","1","1"
"US-20110009367-A1","US20110009367A1-20110113-C00016.TIF","13087136","[V]N1CCN([W])CC1","IMAGE","0","","","","","","12802","","318.8999938964844","1","-0.77920001745224","0","2","1","0","0","0","1","0","0","1","1","1"
"US-20110009367-A1","US20110009367A1-20110113-C00224.TIF","12823010","CCCC1=NC(C)=C2N1N=C(NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N(C)CC(O)C1=CC=CC=C1","IMAGE","0","","","","","","9","","525.6199951171875","0","1.998769998550415","2","7","4","9","0","0","1","0","0","0","0","1"
